"","X","Y","ele","time","magvar","geoidheight","name","cmt","desc","src","link1_href","link1_text","link1_type","link2_href","link2_text","link2_type","sym","type","fix","sat","hdop","vdop","pdop","ageofdgpsdata","dgpsid","DistNeigh"
"112",-59.758838,-1.546782,54.12438,"01/09/2022 19:01",NA,NA,"A020A5","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,711.827499102729
"113",-59.759281,-1.546843,55.55776,"01/09/2022 19:05",NA,NA,"A020A6","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,758.505869028199
"114",-59.419686,-1.582366,60.74745,"10/10/2022 19:15",NA,NA,"A021A1","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,86.6451086720222
"115",-59.419234,-1.582378,60.15704,"10/10/2022 19:19",NA,NA,"A021A2","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,70.0241356959569
"116",-59.418791,-1.582473,60.26195,"10/10/2022 19:22",NA,NA,"A021A3","NOT","NOT",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,62.921208593947
"117",-59.418346,-1.58254,59.75979,"10/10/2022 19:23",NA,NA,"A021A4","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,82.507211865939
"118",-59.417901,-1.582429,58.94189,"10/10/2022 19:26",NA,NA,"A021A5","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,94.1769648100589
"119",-59.417434,-1.58245,58.48789,"10/10/2022 19:27",NA,NA,"A021A6","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,75.6879707590645
"120",-59.5805,-1.747582,52.10525,"04/10/2022 15:31",NA,NA,"A022A1","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,2116.68859667399
"121",-59.580455,-1.747123,52.51206,"04/10/2022 15:33",NA,NA,"A022A2","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,2108.24777306044
"122",-59.580472,-1.746717,52.83935,"04/10/2022 15:39",NA,NA,"A022A3","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,2108.1016762073
"123",-59.580517,-1.746276,53.4949,"04/10/2022 15:41",NA,NA,"A022A4","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,2092.25454803767
"124",-59.580594,-1.74575,53.33829,"04/10/2022 15:45",NA,NA,"A022A5","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,2039.69943826894
"125",-59.580632,-1.74531,53.70826,"04/10/2022 15:47",NA,NA,"A022A6","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,1995.03697085809
"126",-59.400884,-1.856191,50.30213,"17/10/2022 20:06",NA,NA,"A023A1","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,327.182596862609
"127",-59.401112,-1.856574,49.62733,"17/10/2022 20:10",NA,NA,"A023A2","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,280.412213437339
"128",-59.400942,-1.857014,49.6065,"17/10/2022 20:13",NA,NA,"A023A3","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,269.249457324116
"129",-59.400866,-1.857421,48.62625,"17/10/2022 20:20",NA,NA,"A023A4","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,252.938433086487
"130",-59.400806,-1.857713,48.63686,"17/10/2022 20:23",NA,NA,"A023A5","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,237.609279929742
"131",-59.40071,-1.858132,47.88588,"17/10/2022 20:24",NA,NA,"A023A6","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,212.372415613543
"132",-59.673951,-1.763805,49.63714,"25/09/2022 19:22",NA,NA,"A024A1","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,317.739099357061
"133",-59.673489,-1.763816,50.29602,"25/09/2022 19:26",NA,NA,"A024A2","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,352.853388768892
"134",-59.673085,-1.763737,49.11484,"25/09/2022 19:30",NA,NA,"A024A3","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,369.219917902141
"135",-59.672624,-1.763592,49.88684,"25/09/2022 19:33",NA,NA,"A024A4","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,388.990764757238
"136",-59.672264,-1.763445,50.1854,"25/09/2022 19:38",NA,NA,"A024A5","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,412.336099521951
"137",-59.671825,-1.763328,51.41895,"25/09/2022 19:42",NA,NA,"A024A6","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,438.335014799425
"138",-59.446662,-1.71304,58.26085,"19/10/2022 15:58",NA,NA,"A026A1","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,17.0713541247959
"139",-59.447129,-1.713071,58.48018,"19/10/2022 16:00",NA,NA,"A026A2","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,43.8646881777509
"140",-59.447565,-1.713133,58.21815,"19/10/2022 16:03",NA,NA,"A026A3","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,71.5936348636666
"141",-59.447996,-1.713118,54.82877,"19/10/2022 16:07",NA,NA,"A026A4","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,76.9480787453663
"142",-59.448445,-1.713119,49.73356,"19/10/2022 16:13",NA,NA,"A026A5","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,54.6096553887889
"143",-59.44891,-1.713091,49.47382,"19/10/2022 16:15",NA,NA,"A026A6","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,20.4217982930927
"144",-59.815926,-1.619263,44.76986,"29/08/2022 19:58",NA,NA,"A027A1","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,80.2269138611025
"145",-59.815451,-1.619571,44.57121,"29/08/2022 19:59",NA,NA,"A027A2","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,111.789775835072
"146",-59.814887,-1.61974,43.60304,"29/08/2022 20:05",NA,NA,"A027A3","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,154.693324144173
"147",-59.81449,-1.619983,43.39475,"29/08/2022 20:13",NA,NA,"A027A4","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,138.629351778402
"148",-59.814147,-1.619738,43.2254,"29/08/2022 20:17",NA,NA,"A027A5","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,102.613083124399
"149",-59.582751,-1.573377,48.80581,"10/10/2022 14:20",NA,NA,"A030A1","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,11.3161151158528
"150",-59.583195,-1.573437,48.82764,"10/10/2022 14:25",NA,NA,"A030A2","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,43.2773629334958
"151",-59.583644,-1.573382,48.83753,"10/10/2022 14:29",NA,NA,"A030A3","NOT","NOT",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,90.9984062084628
"152",-59.584065,-1.573271,48.18396,"10/10/2022 14:35",NA,NA,"A030A4","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,121.12319159401
"153",-59.584513,-1.573327,48.70471,"10/10/2022 14:37",NA,NA,"A030A5","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,126.244207371494
"154",-59.584959,-1.573366,48.66306,"10/10/2022 14:41",NA,NA,"A030A6","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,82.3047021888888
"155",-59.551446,-1.712116,54.51033,"08/10/2022 17:10",NA,NA,"A032A1","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,56.3620073458608
"156",-59.551762,-1.712006,52.5666,"08/10/2022 17:14",NA,NA,"A032A2","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,71.5122839120584
"157",-59.55225,-1.711992,52.6604,"08/10/2022 17:17",NA,NA,"A032A3","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,75.9746180400384
"158",-59.55259,-1.7122,52.35928,"08/10/2022 17:20",NA,NA,"A032A4","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,54.5224281459284
"159",-59.553076,-1.712328,51.36657,"08/10/2022 17:23",NA,NA,"A032A5","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,27.9682328622008
"160",-59.553608,-1.712335,51.73241,"08/10/2022 17:25",NA,NA,"A032A6","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,54.0126710702795
"161",-59.650576,-1.859967,58.09052,"24/09/2022 18:10",NA,NA,"A033A1","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,147.202888464577
"162",-59.650801,-1.859461,58.76574,"24/09/2022 18:11",NA,NA,"A033A2","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,145.153251359893
"163",-59.650749,-1.858898,59.11778,"24/09/2022 18:13",NA,NA,"A033A3","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,86.0603323906579
"164",-59.650694,-1.858386,59.41478,"24/09/2022 18:15",NA,NA,"A033A4","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,42.7585546268978
"165",-59.650495,-1.857948,59.39033,"24/09/2022 18:18",NA,NA,"A033A5","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,62.0732849090316
"166",-59.650329,-1.857504,59.99089,"24/09/2022 18:20",NA,NA,"A033A6","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,76.9059958089258
"167",-59.4474,-1.83791,50.91564,"19/10/2022 15:37",NA,NA,"A034A1","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,254.211797469545
"168",-59.447476,-1.837462,51.34087,"19/10/2022 15:39",NA,NA,"A034A2","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,264.958135877948
"169",-59.447413,-1.83702,51.46362,"19/10/2022 15:41",NA,NA,"A034A3","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,255.984700522771
"170",-59.4473,-1.836585,51.74064,"19/10/2022 15:42",NA,NA,"A034A4","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,249.709259171456
"171",-59.447337,-1.836154,52.17556,"19/10/2022 15:44",NA,NA,"A034A5","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,247.346718491264
"172",-59.447341,-1.835751,53.86333,"19/10/2022 15:50",NA,NA,"A034A6","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,247.655475801484
"173",-59.770909,-1.707823,49.15015,"17/09/2022 18:42",NA,NA,"A035A1","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,47.0916443999756
"174",-59.771353,-1.707691,49.54671,"17/09/2022 18:45",NA,NA,"A035A2","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,25.3357972625446
"175",-59.771769,-1.707576,48.82451,"17/09/2022 18:49",NA,NA,"A035A3","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,48.9343327201716
"176",-59.772242,-1.707616,48.5094,"17/09/2022 18:52",NA,NA,"A035A4","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,74.952351479524
"177",-59.772721,-1.707618,48.0612,"17/09/2022 18:57",NA,NA,"A035A5","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,102.243652410315
"178",-59.773179,-1.707428,48.14243,"17/09/2022 19:01",NA,NA,"A035A6","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,105.791324369405
"179",-59.698223,-1.820684,51.53303,"26/09/2022 19:40",NA,NA,"A036A1","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,101.785419611013
"180",-59.667729,-1.665082,49.15131,"17/09/2022 19:35",NA,NA,"A036A1","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,612.639626750061
"181",-59.66816,-1.664869,48.16053,"17/09/2022 19:40",NA,NA,"A036A2","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,626.161422159234
"182",-59.698054,-1.819868,52.57148,"26/09/2022 19:45",NA,NA,"A036A3","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,77.6870672410842
"183",-59.668564,-1.665123,48.96057,"17/09/2022 19:44",NA,NA,"A036A3","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,575.00976132861
"184",-59.697982,-1.819393,52.34853,"26/09/2022 19:48",NA,NA,"A036A4","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,85.0492690136572
"185",-59.669032,-1.665124,48.21296,"17/09/2022 19:47",NA,NA,"A036A4","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,541.373331130506
"186",-59.697953,-1.818937,51.29274,"26/09/2022 19:50",NA,NA,"A036A5","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,85.8775729977892
"187",-59.669444,-1.665104,48.50887,"17/09/2022 19:50",NA,NA,"A036A5","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,516.226780883378
"188",-59.69803,-1.818425,48.76197,"26/09/2022 19:53",NA,NA,"A036A6","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,105.387617763008
"189",-59.669853,-1.66514,48.5465,"17/09/2022 19:53",NA,NA,"A036A6","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,488.848714482728
"190",-59.474622,-1.837881,47.80953,"20/10/2022 19:57",NA,NA,"A037A1","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,192.191111428076
"191",-59.474517,-1.83833,47.85394,"20/10/2022 20:08",NA,NA,"A037A2","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,148.502429800523
"192",-59.474402,-1.838667,47.66653,"20/10/2022 20:11",NA,NA,"A037A3","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,121.841818911278
"193",-59.474286,-1.839065,48.31818,"20/10/2022 20:16",NA,NA,"A037A4","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,99.8101045576887
"194",-59.474165,-1.839476,47.99707,"20/10/2022 20:19",NA,NA,"A037A5","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,96.747990986664
"195",-59.474239,-1.839892,47.6975,"20/10/2022 20:20",NA,NA,"A037A6","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,94.8859713118065
"196",-59.698178,-1.820304,51.71766,"26/09/2022 19:42",NA,NA,"A038A2","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,90.4670563687558
"197",-59.61639,-1.783571,55.10598,"04/10/2022 18:10",NA,NA,"A040A1","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,810.890843533718
"198",-59.615962,-1.783369,54.84831,"04/10/2022 18:13",NA,NA,"A040A2","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,861.64447220219
"199",-59.61547,-1.783392,54.62852,"04/10/2022 18:15",NA,NA,"A040A3","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,902.779054469639
"200",-59.615017,-1.783347,54.47769,"04/10/2022 18:19",NA,NA,"A040A4","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,946.158297035258
"201",-59.614559,-1.783319,54.60693,"04/10/2022 18:22",NA,NA,"A040A5","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,989.625628993084
"202",-59.614093,-1.783313,54.82236,"04/10/2022 18:25",NA,NA,"A040A6","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,1033.21693975703
"203",-59.636226,-1.697767,51.04668,"08/10/2022 13:45",NA,NA,"A041A1","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,1019.44727799185
"204",-59.635756,-1.697755,51.82129,"08/10/2022 13:53",NA,NA,"A041A2","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,972.475482165683
"205",-59.635289,-1.697735,51.1069,"08/10/2022 13:58",NA,NA,"A041A3","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,924.648723884388
"206",-59.634912,-1.697769,50.9558,"08/10/2022 14:01",NA,NA,"A041A4","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,888.939271345995
"207",-59.634445,-1.69775,51.31914,"08/10/2022 14:04",NA,NA,"A041A5","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,842.213515846749
"208",-59.633987,-1.697751,51.30844,"08/10/2022 14:07",NA,NA,"A041A6","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,798.1369309798
"209",-59.65461,-1.747722,42.48951,"26/09/2022 14:00",NA,NA,"A042A1","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,86.0769655744334
"210",-59.654147,-1.747701,42.39032,"26/09/2022 14:01",NA,NA,"A042A2","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,111.511498994585
"211",-59.653731,-1.747503,43.88947,"26/09/2022 14:05",NA,NA,"A042A3","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,159.303899445505
"212",-59.653238,-1.747643,45.14013,"26/09/2022 14:09",NA,NA,"A042A4","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,195.226523178231
"213",-59.652769,-1.747513,45.85329,"26/09/2022 14:13",NA,NA,"A042A5","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,248.277960518496
"214",-59.652222,-1.747535,47.11718,"26/09/2022 14:16",NA,NA,"A042A6","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,303.206168369928
"215",-59.655521,-1.794264,56.48307,"25/09/2022 18:59",NA,NA,"A043A1","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,95.4404157397154
"216",-59.655529,-1.793778,56.20354,"25/09/2022 19:05",NA,NA,"A043A2","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,148.36915382716
"217",-59.655681,-1.793368,56.56543,"25/09/2022 19:08",NA,NA,"A043A3","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,196.022877382742
"218",-59.655449,-1.792947,55.76158,"25/09/2022 19:11",NA,NA,"A043A4","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,238.870390257652
"219",-59.655469,-1.792534,55.0052,"25/09/2022 19:14",NA,NA,"A043A5","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,237.950394661236
"220",-59.65559,-1.792079,55.74126,"25/09/2022 19:17",NA,NA,"A043A6","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,240.901165391028
"221",-59.839835,-1.534838,54.5467,"31/08/2022 20:46",NA,NA,"A044A1","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,537.317754939916
"222",-59.839288,-1.534672,54.07772,"31/08/2022 20:50",NA,NA,"A044A2","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,507.581047410773
"223",-59.838549,-1.534803,53.87899,"31/08/2022 20:54",NA,NA,"A044A3","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,439.566256020984
"224",-59.83805,-1.534631,53.45428,"31/08/2022 20:59",NA,NA,"A044A4","","",NA,NA,NA,NA,NA,NA,NA,"Flag, Blue",NA,NA,NA,NA,NA,NA,NA,NA,414.534998972694
